MMSI;Name;Call;Type
620547000;RAPTOR;D6A2547;Cargo
544176120;YUMISE;C2DD2;Cargo
636017404;TYGRA;D5KT7;Cargo
352001324;L PRIMO GAS;3E4055;Cargo
228446600;F V MERE DU CHRIST 2;FMWC;Fishing
636022943;ANDERMATT;5LLE4;Cargo
352002880;STAR BLESSING;3E4658;Cargo
563192100;FRANZISKA SCHULTE;9V8684;Cargo
273218690;YAMAL BERKUT;UBEV5;Cargo
244050348;PORTUNUS;PD5478;Pleasure
235093878;CAPTAIN P;2FSO5;Cargo
241849000;SEA STAR;SVDT2;Tanker
636093202;LAGO DI COMO;5LMF3;Cargo
244620320;FPS RIJN;PD2480;WIG
667002163;MR TRADER;9LU2966;Cargo
312666000;NS HOLLAND;V3PM7;Cargo
636023186;CHIARA;5LML7;Cargo
636022859;LADY J;5LKT6;Cargo
319227900;MY GENESIS;ZGRJ8;Pleasure
511101153;MANTA;T8A4419;Tanker
255915640;LAURA D;CQ2098;Cargo
351517000;VALIANT;3EBG4;Tanker
373502000;GLOBAL VIVIAN;HPLV;Tanker
636093204;LAGO DI LUGANO;5LMF5;Cargo
255708000;AS RAFAELA;CQGD;Cargo
232047256;ADMIRAL GORDON.;MNNZ5;Fishing
441292000;HL RAS LAFFAN;D7VM;Tanker
518998876;SWIFTSEA RIDER;E5U4856;Tanker
636022810;LODESTAR DE MAR;5LKO5;Cargo
620999061;ALORA;D6A3067;Cargo
319833000;SENSES;ZGBE7;Pleasure
352002827;FAMIGLIA;3E4614;Cargo
219533000;MAERSK LETICIA;OZJI2;Cargo
352583000;HERAKLITOS;3FAZ4;Cargo
431917000;YAMATAI;JD5216;Cargo
563189500;DIAMOND GAS ROSE;9V7873;Tanker
626280000;HERACLES;TRAT4;Tanker
422154200;HAMOUNA;EPGX3;Cargo
636022963;ONE INTEGRITY;5LLG5;Cargo
423520100;KARABAKH;4JUC;Tanker
538010737;AL WATHBA;V7A7345;Cargo
248740000;KOOLE 35;9HA4788;Tug
636022981;MAGENTA RAY;5LLJ2;Tanker
525018427;SUCCESS ALTAIR XLII;YBLZ;Tanker
374358000;ASTRO POLARIS;HO5613;Tug
256493000;NOROADER;2HB9490;Pleasure
538010542;NEJAT;V7A6194;Cargo
538010657;CARIBBEAN FORCE;V7A7215;Cargo
352002465;PARIS TRADER;3E2307;Cargo
244732465;CAPA;PG8826;Pleasure
563095400;MAERSK MONGLA;9V6009;Cargo
565707000;GOLDEN AMBROSIA;S6ES5;Tanker
219505000;MAERSK LA PAZ;OZFW2;Cargo
319274900;THIRD DREAM;ZGRJ;Sailing
205562990;MOANA;PD4729;Cargo
244690365;NICKY;PB6531;Cargo
256372000;LOVELY LADY;9HA5815;Tanker
563198700;NV ATHENA;9V9063;Tanker
352002008;TIAN FU 2;3E2176;Cargo
312376000;ORIENTAL DRAGON;V3ZP2;Cargo
441425000;INFINITY SAMBU;D7XG;Tanker
636022093;ROSTRUM CYNIC;5LHD6;Cargo
314589000;GIVING;8PBG6;Cargo
230051790;NICE;OH2828;Pleasure
352002754;NORD TOKYO;3E5056;Cargo
374847000;SILVER DAWN;3EXY9;Tanker
211523910;EBBA2;DFII;Tanker
316005382;THUNDERCAPE;CG8047;SAR
369357000;JANET MARIE;WDK4357;Cargo
232015678;LT-43 ANNALIJDIA;MDDI7;Fishing
273895100;MYS SHELTINGA;UALT;Fishing
518100908;BITU OCEAN;E5U3819;Tanker
369305000;MAGDALEN;WDJ7547;Dredging
256002829;ZOUT;9HB8922;Pleasure
463047101;SHALAMAR;AQQJ;Tanker
538008946;INFERRO;V7A2935;Cargo
232048990;HST MILLIE;MOAN6;HSC
352002807;CARLTON TRADER;3E5094;Cargo
366854410;MARY CHERAMIE;WDK8678;Cargo
319287000;FARIBANA V;ZCXB5;Pleasure
538010361;MEGAN GLORY;V7A5940;Tanker
563199700;ULIVIA;9V9076;Cargo
215666000;AMARE II;9HA5233;Pleasure
636093212;AS SABINE;5LMJ7;Cargo
211304920;BELLA DONNA;DF6575;Pleasure
636022767;BAY GRAMMY;5LKI9;Tanker
563146100;LEONORA KOSAN;9V7458;Tanker
563194600;TORM BELIS;9V9002;Tanker
232048134;HST LONDON;MAXB6;Passenger
511100787;LOTOS;T8A3997;Pleasure
225437000;VB LLEVANT;EADP;Tug
257781000;NJORD;LCSU;HSC
234927000;SOPHIE LOUISE LH177;MKKK5;Fishing
414689000;FEI PENG;BPDQ5;Cargo
518998800;FAST KATHY;E5U4780;Tanker
413515960;PING AN CHENG;BOHA;Cargo
258084230;BROSMA;LI3019;Fishing
219006382;MALLEMUKKEN;OWIG;Fishing
273341100;VOLGONEFT-160;UHPG;Tanker
211698330;MAREMOSSO;DKTJ@@@;Sailing
636022614;CONQUISTADOR;5LJQ6;Cargo
352002305;YASSIN BEY;HOA7635;Cargo
232011005;QUICKSILVER;MFSX6;Sailing
636022001;CIELO DI VALPARAISO;5LGS4;Cargo
312021000;GERD;V3NV8;Cargo
636023036;BMI EAGLE;5LLQ3;Cargo
255915639;EDGAR;CQ2097;Cargo
311001127;NORWEGIAN VIVA;C6FJ9;Passenger
273618890;ZELENOGRADSK;UBFZ9;Cargo
636093219;NAGOYA EXPRESS;5LMU7;Cargo
366997920;RANDY ECKSTEIN;WDC2803;Tug
244670357;VANORA;PD3574;Tanker
245563000;CALYPSO;PDNV;Cargo
273299870;BOGATYR;UBPW8;Towing
228451700;MARIUS;FMXC;Cargo
538010750;TOKYO SPIRIT;V7A7368;Cargo
636022718;ADASTAR;5LKD3;Cargo
503004110;BOOTS;857288;Sailing
277558000;LOKYS;LYBJ;Fishing
219013103;VALKYRIEN;XPD9633;Pleasure
636023016;MSC TIA II;5LLN7;Cargo
351729000;MARMARA S;3EYN8;Cargo
416450000;TONG YUN;BHFC;Tanker
235080549;OUR SARAH JANE NN710;2DNP4;Fishing
511100931;NEON;T8A4154;Tanker
413207210;FAN ZHOU 6;BRBY;Cargo
205111000;CASSIUS;ONLN;Tanker
345030096;CERRO DEL TEPEYAC;XCAR2;Tanker
228423800;ALCYONE;FMSF;Tanker
538071496;ARCTIC PRIDE II;V7A4149;Pleasure
257233000;RONJA MISTRAL;LGQN;Cargo
261017020;ISFUGLEN;SPG3305;Sailing
511100729;ROYAL O;T8A3922;Cargo
636022032;LARA;5LGV9;Tanker
275086000;NIRVANA;YL2496;Sailing
232038663;TANNER;MKFI2;SAR
525012357;PRILLY;YBDL2;Cargo
311001334;SKS DEE;C6GS2;Tanker
440314000;WOOYANG IVY;D7IK;Cargo
205513990;COMPANY;OT5139;Tanker
538072050;HERE COMES THE SUN;V7A742;Pleasure
636023001;LIMA TRADER;5LLL6;Cargo
241316000;ZORBAS;SVBY8;Cargo
319262800;YALLA;ZGPS4;Pleasure
232049914;EASY SAILS;MOES7;Sailing
636022335;SUMIRE LEADER;5LIH3;Cargo
312127000;EAST WELL;V3DR2;Cargo
636023223;GELIBOLU;5LMQ6;Tanker
247482700;MOBY FANTASY;IBJO;Passenger
352002992;MARSA PRIDE;3E4740;Cargo
345030016;CALAKMUL;XCAI5;Tanker
538010322;VEGA COLIGNY;V7A5892;Cargo
636023121;ALHAYA;5LMB7;Tanker
626209000;KANHA;TRAK2;Tanker
244095549;GLYS 2;PA3578;Pleasure
211430580;UIJUIJUI;DK2730;Sailing
211395180;ROBBY;DB9355;Pleasure
477893900;SNL NANTONG;VRVP8;Cargo
538090642;CETUS SEI;V7A7292;Cargo
244013084;GRACE;PA6469;Pleasure
563117100;OPTIMAX I;9V6935;Cargo
352986178;LUZ DE MAR CASCO;HOA2154;Pleasure
232032965;EVENING TIDE;MIPN3;Pleasure
245795000;HD42 GRIETJECORNELIA;PBKG;Fishing
636018991;CL LIUZHOU;D5SK5;Cargo
538006909;OC GRANDE;V7EX8;Tanker
224074180;CIMA DE ORO;EEIW;Fishing
511100392;FERAS;T8A3530;Tug
636022920;MSC MARIELLA;5LLB6;Cargo
244533000;WATERLAND;PGKG;Tug
636022535;PASCHALIS DD;5LJG9;Tanker
511100626;LADY AYANA;T8A380;WIG
636021744;METIN HUSEYNOV;5LFM5;Tanker
227225460;BRISTO;FAB6702;Sailing
338926425;CG JACOB POROO______;NJPO;Law Enforcement
431005884;SIREIMARU;JD3764;Cargo
538010691;TITANAS;V7A7270;Cargo
232027568;CHOPS AND BINKS;MHIC2;Sailing
620999063;AFAMIA STAR;D6A306;Cargo
525112005;MARTHA BARUNA;YDXB2;Cargo
538072039;NORTH SEA;V7A7383;Pleasure
563197600;EUROPA BAY;9V9036;Cargo
477895100;GAS NEPTUNE;VRVQ7;Tanker
563195100;TRAMMO MARYCAM;9V8848;Tanker
219543000;LAURA MAERSK;OZGV2;Cargo
319173900;ALESUND;ZGKD8;Pleasure
215747000;MIDORI;9HB718;Sailing
352002813;BOLOGNIA FALCON;3E5099;Tanker
538010588;SIGMA VENTURE;V7A6260;Cargo
503046590;PLEIADES II;AXA238;Pleasure
636017245;MSC POLO II;D5JY7;Cargo
538008984;LEONARDO;V7A4155;Cargo
538010728;LB GREEN;V7A7332;Cargo
314710000;NECIBE IMAMOGLU;8PGO8;Cargo
241859000;NEPTUNE THALASSA;SVDU4;Cargo
215014000;LIVA O;9HA4920;Pleasure
636021665;MSC BERANGERE;5LFC2;Cargo
352002865;HONRISE;3E4645;Cargo
636023002;ONE INFINITY;5LLL7;Cargo
414726000;YU MING;BPHA;Cargo
219007363;MJOLNER.R;OULG 2;Dredging
533132066;MTT SARIKEI;9M2243;Cargo
441435000;SUNG HEE;D7XO;Cargo
414697000;COSCOSHIPPING PENGBO;BPEG2;Cargo
636022185;HLS EMERALD;5LHO5;Tanker
263439250;AVO ANTONIO;CUAE8;Fishing
636021584;MH SANDEFJORD;5LER4;Cargo
209178000;SEAWAY ALFA LIFT;5BFL6;Cargo
414109000;CHANG HANG HAN HAI;BUJE;Cargo
232046383;GRAMPIAN DERWENT;MNGC8;Work
374044000;SUNRISE SPRING;3EHA4;Cargo
311001081;SEABOURN PURSUIT;C6FD9;Passenger
563193900;SSF DREAM;9V8983;Cargo
419001386;VARADA;AWZH;Cargo
518998895;NARI STRENGTH;E5U4875;Tanker
416077000;TEH VICTORY;BHKU;Cargo
667002185;BATSA;9LU2988;Cargo
636022384;BUTTERFLY A;5LIN4;Tanker
356936000;WIND;HOSS;Tanker
710029870;MACHADO DE ASSIS;PPBC;Tanker
525113030;LUMOSO PROSPER;YDXG2;Cargo
352002718;LOWLANDS FIDELITY;3E5027;Cargo
525121041;AS SILVER ATLAS;YDXX2;Tanker
636022879;MSC CHIYO;5LKW3;Cargo
211674180;KICK;DK8208;Sailing
431255000;NIKKOMARU NO111;7JUT;Fishing
636017922;JUICE EXPRESS;D5NI8;Cargo
352002165;TOSA HARMONY;3E3833;Cargo
636022334;FREESIA LEADER;5LIH2;Cargo
538010770;GULF BARAKAH;V7A7400;Cargo
246218000;SPARBORG;PHBU;Cargo
636022913;MARIT SELMER;5LAE4;Cargo
636023062;ALBERT MAERSK;5LLT5;Cargo
352002847;FIRST FALCON;3E4629;Cargo
353575000;SOLAR OAK;3FGW7;Cargo
244710818;WATERMAN;PI3808;Tug
247131500;EURO IV;IQNH;Passenger
256397000;CADENA 4;9HA5825;Cargo
636023105;LILA FROSTBURG;5LLY9;Cargo
250005223;WESTERN CHIEFTAIN;EIUE4;Fishing
372693000;HONGLI 8;3FMD9;Cargo
511100617;NEW PARIS;T8A3792;Cargo
636022993;LUCKY;5LLK7;Cargo
232037518;AXIUS;MJTA8;Pleasure
227178580;SAUSALITO;FAB2048;Sailing
211496750;ANTIGUA@@@@@@@@@@@@@;DB6258@;Sailing
654045700;AKCHAR;5TTDA;Fishing
636022630;ACRUX ORCHID;5LJS5;Cargo
255915588;F.GUANARTEME;CQ2046;Tanker
211647260;AQUAMARIN;DD8118;Sailing
477890500;MAERSK SALALAH;VRVN3;Cargo
563185900;HAFNIA AMESSI;9V8434;Tanker
325111400;PACIFIC_VENTURE;J7AY2;Cargo
319567000;FAR FROM IT;ZGAW;Pleasure
538010701;CINNAMON;V7A7284;Cargo
636093050;PABLO;5LDD2;Cargo
341755000;DREMORA 2;V4FI;Cargo
440288000;HL PASSION;D7IB;Cargo
241841000;SOMETHING COOL;SVB268;Pleasure
412379630;JIANG XIA HONG;BUKV;Cargo
232018379;ORMOND;MDZC2;Cargo
273439130;STK-1004;UBEM;Cargo
258094000;HAVILA POLARIS;LFSQ;Passenger
312220000;LUGANO;V3OU2;Cargo
205356690;MAC 11;OT3566;Tanker
563156300;REACHY SPRING;9V7909;Cargo
210989000;IONIA;5BFX6;Cargo
419001699;FAIRWAY;VTNM;Tanker
636021992;MSC SYDNEY VI;D5SI8;Cargo
244314875;DRIE.MER;PH8254;Pleasure
219031856;MHO FAST;OZHD2;HSC
511100469;ARINA 1;T8A362;Tanker
613694001;HATAY;TJM0010;Cargo
352001272;MORNING IDEA;3E4019;Tanker
636022328;HISTORY MARIA;5LIG2;Cargo
256240000;RESKO;9HA5758;Cargo
227194780;ARMOGAN;FAB3551;Pleasure
316034372;NACC QUEBEC;CHAC;Cargo
218022130;MILAN EXPRESS;DJOP2;Cargo
352002819;HUANG HE;3E4608;Tanker
357762000;FIRST ANGELUS;3EZD6;Cargo
636022162;CL AGATHA CHRISTIE;5LHL7;Tanker
538010122;TERATAKI;V7A5641;Cargo
636023010;CERULEAN;5LLN2;Cargo
563202900;CAPE ANN;9V9115;Tanker
227519000;F V VILOU;FGPV;Fishing
636022605;MSC NICOLA MASTRO;5LJP7;Cargo
211566210;ZED YAGO;DK 6569;Sailing
228437900;ALKA BULLSHARK;FMUP;HSC
636018987;CL PEARL RIVER;D5SJ9;Cargo
563188200;PAN BICORN;9V8836;Cargo
511100788;MABROKAH;T8A999;Cargo
261003483;MAUKAT;SPS4085;Sailing
257986800;GARM;LG9154;Cargo
370610000;CROWN IRIS;3EGC6;Passenger
215100000;MOKA;9HA495;Pleasure
311001217;AFRICAN SWIFT;C6GD6;Cargo
255915563;GELBRAY EXPRESS;CQ2021;Cargo
209228000;PELAGIC TOPE;5BFM6;Tanker
538010323;VEGA DAYTONA;V7A5893;Cargo
511101128;TIBURON;T8A4393;Tanker
255915562;GANADO EXPRESS;S6PK;Cargo
352002452;SKIATHOS;3E4104;Cargo
352002883;ORION I;3E4661;Tanker
538010413;CHEMTRANS ARCTIC;V7A6007;Tanker
352002783;HONTAO;3E5074;Tanker
563169900;INTERASIA ENHANCE;9V8378;Cargo
228146600;F V ND DE LA GARDE 2;FQCO;Fishing
352002562;PRINCE OF SEAS;3E2341;Cargo
636019141;HAIGUI;D5TD2;Tanker
352999898;PRINCESA GUAYARMINA;3E2351;Cargo
245660000;TX34 SOLA GRATIA;PFCY;Fishing
227671320;YFEGRI;FGE7380;Sailing
440295000;PRINCESS CRYSTAL;D7BI;Tanker
368295210;HARVEST MOON;WDN6022;Pleasure
244040130;LEPELAAR;PC5644;Pleasure
271051036;SABAHAT TELLI;TCA7363;Tanker
319242300;KENSHO;ZGQQ6;Pleasure
636021396;ZIM AUSTRALIA;5LDT2;Cargo
538010541;NEHIR;V7A6193;Cargo
636021704;PRIDE;5LFH5;Cargo
244591000;HNLMS ZIERIKZEE;PAEM;Military
538003892;SANTY;V7TV6;Cargo
636016955;KPS YASIN BEY;D5BY8;Cargo
563193100;GCL GOMTI;9V8469;Cargo
232037683;MAALIE;MJUT6;Pleasure
235091043;KITTEN;2FGK6;Pleasure
477887800;OOCL TURKIYE;VRVL3;Cargo
636022447;MSC TAYLOR;5LIV6;Cargo
636093180;QUEEN SARAH;5LLM3;Cargo
210172000;MIA MARIA;5BGF6;Cargo
345160030;PANAMAX ALEXANDER;XCBW2;Cargo
511100640;VOLGO-BALT206;T8A382;Cargo
314772000;TRUE FAITH;8PQO1;Cargo
352898707;BO YANG TUO ZHAN;3E2004;Cargo
372037000;HENNA T;3EDT8;Cargo
273610340;VAYGACH;UBAY6;Fishing
352002747;CRISTOBAL;3E5049;Tanker
232040897;MO8;MLBL6;HSC
636023193;BALTIC ICE;5LMM7;Tanker
241827000;MARAN DANAE;SVDR6;Tanker
319266200;OBSIDIAN;ZGPH3;Pleasure
636092574;HANSA SIEGBURG;D5GA9;Cargo
244650874;MAREA;PB4297;Cargo
630001044;ATLANTIQUE;J5AF5;Cargo
339277000;QUANTUM OF SOLACE;6YVN4;Pleasure
563192700;X-PRESS CAPELLA;9V8719;Cargo
518998877;OCEAN AMZ;E5U4857;Tanker
266033000;SWEDISH WARSHIP P12;SLFP;Military
512000102;F.V OTAKOU;ZMOK;Fishing
636018972;BULK SHENZHEN;D5SH2;Cargo
356135000;FORNAX;3EIR6;Tanker
232048851;MILBROOK;MNZV3;Pleasure
538010611;WORLD SEAFARER;V7A7144;Cargo
352001465;BMC CRYSTAL;3E2484;Tanker
355706000;NAMURA QUEEN;H9OM;Cargo
230179120;F/V GLOMSKAR;OJUS;Fishing
235087805;LA RESERVE;MJMQ9;Sailing
211210420;GERMANWARSHIP M1059;DRFD;Military
710002624;CBO PARINTINS;PPBX;Cargo
636022728;DING HENG 38;5LKE4;Tanker
205308400;LECAS;OS3084;Pleasure
311001261;EMERALD SAKARA;C6GJ3;Passenger
316042022;SEASPAN RAPTOR;.;Tug
419001293;SOPRANO SERENE;AWVT;Tanker
538010599;GOLDEN SOUL;V7A6274;Cargo
235056223;GOLDEN SUNRISE;MVZU6;Passenger
431000590;ISHIKARI;JD3167;Passenger
538010649;ADVANTAGE PADOVA;V7A7198;Tanker
235020447;RISQUE BUSINESS;MFWV9;Sailing
247482900;SEVEN AMARANTA;ICFI;Cargo
525119216;MT ASIAN RIGEL;YDYQ2;Tanker
563190500;EVER MAX;9V7625;Cargo
677014000;ARES;5IM240;Tanker
352002926;DESTAN;3E4686;Tanker
538010692;WHISTLER;V7A7271;Cargo
255835000;MENCEY;CQVF;Tanker
352002362;HYDRA;HOA7663;Cargo
273416760;POLA MAKARIA;UBZX;Cargo
636021933;LEOPOLD;5LGJ9;Tanker
636021110;NYMPH THETIS;5LCI4;Tanker
211590200;KAAIMAN;DH2640;Tanker
368922000;CAPE DUCATO;WMHF;Cargo
636023138;NH ELIF;5LMD8;Cargo
352002830;MIKOS;3E4616;Cargo
255805673;WES ESTHER;CQTQ;Cargo
255802370;BOLTEN SINGAPORE;CQOS;Cargo
341706000;BALTIC DIGGER;V4WR4;Dredging
636022128;MEDI EOLIE;5LHH7;Cargo
269057282;ROYAL EMERALD;HE7282;Passenger
414365000;REN JIAN 26;BQQS;Cargo
211464260;WESER PILOT;DBEB;Pilot
636021771;MSC SOFIA;5LFP4;Cargo
338086000;BADLANDS TRADER;KBTZ;Tanker
574004790;NAVIS;XVHK7;Tanker
525501418;ANITA I;YDZR2;Cargo
276869000;ATLANTIS;ESRQ;Tanker
525119127;SC ALIA XVII;YCQG2;Tanker
244153105;CROSSROADS;PC9631;Sailing
245633000;WR20 ELISABETH;PFJY;Fishing
577604000;NIHAL;YJXN7;Cargo
525020393;PRINCESS NAOMI;YBEK2;Tanker
636022734;TRANS CARRIER;5LKF2;Cargo
232024742;MMS SUPERIOR;MGFO9;HSC
209418000;JAN BLANKEN;5BGA6;Dredging
477809200;TRIUMPH;VRUP9;Cargo
352002952;NEOMI;3E4707;Tanker
538010527;VALOVINE;9A3223;Cargo
620428000;PRINCE MOUHAMMAD;D6A2487;Cargo
636022096;LARA I;5LHE2;Tanker
352002575;DAMIANIA;3E2352;Tanker
366778000;CAPE TAYLOR;WZSB;Cargo
261001898;WAVE;SPG5270;Pleasure
271051270;YILDIZLAR 3;TCA7458;Cargo
636023183;ARVIN;5LML4;Tanker
255915622;INDEPENDENT HORIZON;CQ2080;Cargo
636093193;BUDAPEST EXPRESS;5LMA2;Cargo
677067900;AKOYA GAS;5IM779;Tanker
232031138;ENDEAVOUR V;MIHM2;Fishing
636022924;OCEAN LORRY;5LLC2;Cargo
563114700;WINNING EXCELLENCE;9V6901;Cargo
374866000;NIBA;3EVY5;Tanker
255805280;VB LUCA;CQSR;Tug
368020980;ASSATEAGUE;WDJ8905;Towing
441618000;SEIN PHOENIX;D8SP;Dredging
352002121;YUAN CHEN 67;3E3799;Cargo
375848000;EN AVANT 25;J8B6412;Tug
219023746;YDUN;XPH2674;Sailing
563188600;HUMORIST;9V6973;Tanker
477891500;ZIM MOUNT DENALI;VRUY2;Cargo
215328000;MADRID TRADER;9HA5064;Cargo
405000347;PRIDE OF YASNA;S2BP8;Cargo
668116202;ELVA;S9A3;Tanker
419026600;MALAVIYA SIXTEEN;ATSE;Cargo
352001679;SUNNY 17;3E2701;Cargo
232328000;OCEAN BOUNTY PD182;MXVL8;Fishing
413290040;WU TONG;BORY6;Tanker
538010090;SEAWAYS EXCELSIOR;V7A5583;Tanker
218011900;MOMENTUM;DKQD2;Pleasure
538009150;PRINCESS GRACE;V7A4384;Cargo
371341000;NACC VEGA;HO8465;Cargo
657263500;TULJA KALYANI;5N2073;Tanker
228426700;A GALEOTTA;FMSP;Passenger
574004750;HAI NAM 85;XVTR7;Cargo
413835000;CHANG HANG FEI CUI;BURT;Tanker
636022893;CHIQUITA EXPLORER;5LKY3;Cargo
352002619;GLANZ CORAL;3E4944;Cargo
671277100;SAYEDONA;5VIB2;Cargo
563197200;ALBION BAY;9V6862;Cargo
257122000;GOLLENES;LHBM;Fishing
431200673;KISO;JD2019;Passenger
232047535;GLOBAL GREEN;MNPS8;Cargo
636023187;COMMANDER K;5LML8;Cargo
352002725;RICCA;3E5031;Tanker
563167800;CAPE MERCURY;9V7607;Cargo
311000906;ALGOMA VALOUR;C6EI7;Cargo
352002600;SHARDANA;3E2370;Cargo
477615600;CARPENTERS VEGA;VRSL4;Cargo
636022854;636022854 LR;5LKS9;Cargo
538009353;SSI_INTERCEPTOR;V7A4631;Cargo
273350650;KAPITAN SOLYANIK;UBGI6;Fishing
352002099;THESEUS Z;3E3781;WIG
636020005;BLUE DREAM STAR;D5XF2;Passenger
414196000;GUANG MAO;BRWT;Cargo
563090300;MAERSK EUREKA;9V6465;Cargo
368278830;MONTLAKE;WDN4196;Tug
352002492;FEDERAL PRIDE;3E2646;Cargo
538010674;CONDOR LNG;V7A7239;Tanker
205142000;MINERAL MAUREEN;ONLF;Cargo
232049178;BALTIC BAY;MOBJ3;Cargo
352002142;EPTALOFOS;3E3817;Cargo
538010417;CHEMTRANS TAURUS;V7A6011;Tanker
227818090;PETIT TABAC;FAE7917;Sailing
735059140;MT.VICTORIA;HC5351;Tanker
538010498;GOLDEN LION;V7A6125;Cargo
636023185;MSC PAXI II;5LML6;Cargo
422032800;GOLSAN;EPBS6;Cargo
626278000;ATTICA;TRAT2;Tanker
636019439;IVESTOS I;D5UN5;Cargo
636022750;SAPPHIRA;5LKG8;Tanker
352001815;ANTHEA V;3E2632;Cargo
352002872;HIMALAYAN;3E4651;Tanker
352001957;SEREF KURU;3E2797;Cargo
563169200;INTERASIA ENGAGE;9V8377;Cargo
636093153;CONTESSA;5LJT2;Cargo
636022708;MSC PRELUDE V;A8TL4;Cargo
440060000;PAN ORION;D7CT;Cargo
636020692;SEA LIBRA;5LAG3;Cargo
538010023;TRANSCENDEN CRYSTAL;V7A5480;Cargo
636020673;TAI STRIDE;5LAD6;Cargo
538008934;AQUAVITA ETERNITY;V7A2921;Cargo
352002801;HAMMURABI;3E5088;Tanker
574004550;HAI PHUONG STAR;XVFO7;Cargo
256480000;M/T RED DIAMOND;9HA585;Tanker
314748000;TUNA;8PMO1;Cargo
636022111;MSC KALAMATA VII;5LHF8;Cargo
352002932;MELITO CARRIER;3E4690;Tanker
538010543;OASEA;V7A6198;Cargo
636018559;NSU XANADU;D5QG5;Cargo
538010457;STI MAESTRO;V7A6070;Tanker
477867800;ONE FRUITION;VRUY4;Cargo
636093170;KIEL EXPRESS;5LKX4;Cargo
246424000;UK24 ANNA;PDUF;Fishing
538010620;YASA OSAKA;V7A7158;Cargo
413497770;HUA HANG HAN YA 5;BPDY3;Cargo
258121000;FLOYEN;LATN8;Tanker
636023107;OCEANIC MOON;5LLZ4;Tanker
314736000;NEW SPIRIT;8PKO7;Cargo
518998814;OCEAN FAYE;E5U4794;Tanker
255832000;DACIL;CQVC;Tanker
636023052;MAZU XIAO;5LLS4;Tanker
563191500;PROTEUS INGRID;9V8634;Tanker
710033550;CMA CGM VERACRUZ;PU7643;Cargo
377901289;MERIDIAN A;J8RH3;Pleasure
636022897;BORDEIRA;5LKY7;Tanker
240039100;CAPTAIN DIAMANTIS;SVA7795;Cargo
525125023;MERATUS PARIAMAN;YDDJ2;Cargo
538008031;JY BULK;V7UE2;Cargo
636022958;FAIR BREEZE;5LLG2;Tanker
441629000;C.CHAMPION;D7CP;Tanker
636022056;CROWN JEWELS;5LGZ4;Tanker
636021871;CECELA S;5LGC4;Cargo
563195300;WAN HAI 366;9V7849;Cargo
620999047;BELLA A;D6A3053;Cargo
412440783;FU YUAN YU8502;BZW5U;Fishing
253796000;ESTRELLA;LXEE;Tug
563095600;GREEN STAR;9V6353;Cargo
572572220;BEGONIA;T2WL5;Tanker
205163000;CLOVIS;ONLP;Tanker
477886700;PITT ISLAND;VRVI3;Cargo
538010433;TS MAWEI;V7A6031;Cargo
352002086;LIDER PERIHAN;3E3769;Cargo
636023080;K OFFSET;5LLV8;Tanker
257085210;SEIHAUST;LFIR;Cargo
636018935;SEACON SHANGHAI;D5SC4;Cargo
352002612;YANGON;3E4937;Tanker
440252000;GLOVIS SYMPHONY;D7GX;Cargo
339861000;BABA S;6YUD8;Pleasure
205402790;SHADDIX;OT4027;Cargo
257510500;MULTI SERVER;LDKZ;Tug
232008531;PIET HEYN;MBDT5;Sailing
563160900;AM BERYL;9V8021;Cargo
271049675;ALBAYRAK-TR;TCA6765;Dredging
356912000;SILVER OAK;H3YS;Cargo
352327000;FEDERAL IBUKI;H9RX;Cargo
416065000;FPMC S AMBER;BHGS;Tanker
620999100;CECILIA;D6A3105;Tanker
413380760;ZHONG GU PENG LAI;BQTK;Cargo
258512000;ANDERS BAS;LMFB;Cargo
525007290;MT.SUCCES PEGASUS 36;JZDI;Tanker
636023106;OCEANIC STAR;5LLZ3;Tanker
227269390;BLOUNA;FAC2837;Sailing
314757000;ORKO;8PNO1;Cargo
352001672;CENTAR;3E2695;Tanker
224565000;AVENEIRA.;EAHV;Fishing
636015721;T PROCYON;D5CK7;Tanker
352001261;EVER OBEY;3E4009;Cargo
577284000;C-WARRIOR;YJTY5;Cargo
242783300;SVITZER TANGER;CNA5368;Tug
636023029;RED AZALEA;5LLP4;Cargo
225028270;GOTA DE ROCIO;EA6606;Sailing
241653000;STELLA;SVDE6;Tanker
269057688;EXCELLENCE COUNTESS;HE7688;Cargo
636018606;NAVIG8 GUARD;D5QM9;Tanker
419001817;PIONEER;VTUT;Tanker
419001613;P 819;VTJM;Military
271072320;MAVI AY BALIKCILIK 1;TC4820;Fishing
538010080;FREEPORT STAR;V7A5567;Tanker
636022689;OCEAN PEARL;5LJZ7;Cargo
311001289;TRANS TIND;C6GM7;Tanker
636022603;MSC GEMMA;5LJP5;Cargo
414568000;CHANG HANG ZI JING;BOTX7;Tanker
414829000;LIAN YANG HU;BPGS3;Tanker
369358000;NAT GEO VENTURE;WDK4393;Passenger
525106001;ANDHIKA VIDYANATA;YCGX2;Tanker
241809000;ANTONIS I.ANGELICOUS;SVDQ2;Tanker
525100148;MV.GOLDEN DESTINY;YBNS2;Cargo
538010616;SSI DISCOVERY;V7A7151;Cargo
538010182;AVANCE RIGEL;V7A5723;Tanker
352002637;NAVIOS AMETHYST;3E4961;Cargo
525019670;KOTA PADANG;YDYG;Cargo
405000332;B LPG WARRIOR;S2BI4;Tanker
636022777;GRAECIA UNIVERSALIS;5LKK4;Cargo
